No of dam,WARMS Dam ID,Name of dam,Water management area,Quaternary Drainage Area,Latitude deg,Lat min,Lat sec,Longitude deg,Long min,Long sec,Town nearest,Distance from Town,Name of farm,Municipal District,Province code,Region Code,Completion date,Completion date raised,River or Watercourse,Wall type,Wall height,Crest Length (m),Spillway Type,Capacity (1000 cub m),Surface area (ha),Catchment area (sq km)),Purpose,Owner Name,Designer,Contractor,Registration date,Size,Hazard Potential,Category,Classification date,Sector,Date Last DSI,Number Last DSI,Target date
D204/56,,WOLVEPOORT,6,D24D,29,52,46.1,26,32,59.6,DEWETSDORP,40,WOLVEPOORT 503 RESTANT,DEWETSDORP,FREE STATE,FREE STATE,1990,,WILGEBOOM SPRUIT TR.,EARTHFILL,7,100,FREE FALL (STRAIGHT DROP),50,8,,IRRIGATION,VAN DEN BERG B.J.J.,DEP.LANBOU-ONTWIKKELING,COETZER KONSTRUKSIE,9/3/1990,Small,Low,1,10/20/1988,A,,0,
D204/57,,SPITZKOP,6,D24H,30,13,50,26,28,17,SMITHFIELD,9,SPITZKOP 474,,FREE STATE,FREE STATE,1960,,SKULP SPRUIT,EARTHFILL,11,300,INFORMATION NOT AVAILABLE,250,20,,IRRIGATION,LTEGAN L.S.,UNKNOWN,UNKNOWN,8/31/1989,Small,Low,1,2/8/1989,A,,0,
D204/58,728,GROENPOORT,6,D24G,30,25,9,26,41,20,ROUXVILLE,14,PISGOEDKRAAL 73 (GROENPOORT),,FREE STATE,FREE STATE,1930,,ELDORADO SPRUIT,EARTHFILL,11,86,SIDE CHANNEL,1600,30,,IRRIGATION,HEYNS P.H.,UNKNOWN,OWNER,3/5/1990,Small,Significant,2,2/7/1997,A,5/10/2006,1,
D204/59,1718,ORBA,6,D24D,29,54,5,26,46,5,DEWETSDORP,41,ORANJE 622,,FREE STATE,FREE STATE,1948,,VAAL SPRUIT,EARTHFILL,6,250,INFORMATION NOT AVAILABLE,134,11,,IRRIGATION,BADENHORST L.,UNKNOWN,UNKNOWN,10/25/1990,Small,Low,1,10/16/1991,A,,0,
D204/61,,STERKWATER-OU DAM,6,D24G,30,23,0.1,26,42,22.2,ROUXVILLE,16,STERKWATER 189,,FREE STATE,FREE STATE,1915,,ELDORADO SPRUIT TR.,EARTHFILL,8,370,OPEN CHANNEL,200,6,,IRRIGATION,FOUCHE P. (JNR.),A. FOUCHE,A. FOUCHE,3/13/1991,Small,Low,1,5/19/1997,A,,0,
D204/62,,STERKWATER,6,D24G,30,22,54,26,41,59.2,ROUXVILLE,16,STERKWATER 189 RESTANT,,FREE STATE,FREE STATE,1938,,ELDORADO SPRUIT,EARTHFILL,15,289,FREE FALL (STRAIGHT DROP),700,20,,IRRIGATION,VAN RIJSWIJK J.H.,OWNER,OWNER,3/13/1991,Medium,Significant,2,1/24/1997,A,3/3/2004,1,4/29/2016
D204/63,,KALBASRAND,6,D24E,29,57,55,26,32,40,SMITHFIELD,38,KALBASRAND 564,,FREE STATE,FREE STATE,1890,,VINKEL SPRUIT TR.,EARTHFILL,7,150,SIDE CHANNEL SPILLWAY,66,3,,IRRIGATION,VAN DYK H.J.,UNKNOWN,UNKNOWN,11/8/1989,Small,Low,1,2/25/1997,A,,0,
D204/64,,LANKVERWAG,6,D24E,30,0,10,26,34,1,SMITHFIELD,29,LANKVERWAG 687,,FREE STATE,FREE STATE,1957,,VINKEL SPRUIT,EARTHFILL,5,230,SIDE CHANNEL SPILLWAY,62,7,,IRRIGATION,VAN DYK H.J.,UNKNOWN,D. ADAMS,11/8/1989,Small,Low,1,3/31/1997,A,,0,
D204/65,,KALKOENKRANS,6,D24G,30,23,21.7,26,50,12.4,ROUXVILLE,3,RUILPLAATS PTN. 197,,FREE STATE,FREE STATE,1967,,LEEUW SPRUIT,EARTHFILL,11,293,MULTI-ARCH CONCRETE,1235,34,,MUNICIPAL USE & INDUSTRIAL USE,MOHOKARE LOCAL MUNICIPALITY,"CAHI, DE VRIES EN BRINK",VIVIERS EN VAN HEERDEN,7/25/1989,Small,Significant,2,2/9/1995,M,11/27/2003,2,1/29/2016
D204/66,,JERUSALEM,6,D24F,30,16,1,26,49,1,ROUXVILLE,17,JERUSALEM 271,,FREE STATE,FREE STATE,0,,,EARTHFILL,8,0,INFORMATION NOT AVAILABLE,250,0,,IRRIGATION,SWANEPOEL O.A.,UNKNOWN,UNKNOWN,1/10/1992,Small,Low,1,2/10/1992,A,,0,
D204/68,,JAKKALSFONTEIN,6,D24D,29,51,0,26,45,0,WEPENER,38,JAKALSFONTEIN 132 RESTANT,,FREE STATE,FREE STATE,0,,,EARTHFILL,8,150,INFORMATION NOT AVAILABLE,136,5,,IRRIGATION,FLIGHT E.N.,UNKNOWN,UNKNOWN,3/11/1998,Small,Low,1,6/18/1998,A,,0,
D204/70,,SMITHFIELD OFF-RIVER STORAGE DAM,6,D24G,30,18,33.3,26,33,14.6,SMITHFIELD,10,TRAACHA 195,,FREE STATE,FREE STATE,2002,,,EARTHFILL,7,190,SIDE CHANNEL SPILLWAY,60,2,,MUNICIPAL USE & INDUSTRIAL USE,MOHOKARE LOCAL MUNICIPALITY,NINHAM SHAND CONSULTING ENG,DJ ADAM CONSTRUCTION,9/27/2002,Small,Low,1,10/3/2000,M,,0,
D204/71,2348,PAISLEY DAM,6,D24G,30,24,5,26,52,27,WEPENER,12,PAISLEY 592,ROUXVILLE,FREE STATE,FREE STATE,1961,,,EARTHFILL,6.5,300,SIDE CHANNEL,170,2,,IRRIGATION,SMITH A.H.,UNKNOWN,UNKNOWN,2/21/2001,Small,Low,1,3/11/2002,A,,0,
D204/72,,DRIEFONTEIN DAM,6,D24D,29,55,28.6,26,43,56.7,SMITHFIELD,40,DRIEFONTEIN 131,SMITHFIELD,FREE STATE,FREE STATE,1978,,WILGEBOOMSPRUIT TR.,EARTHFILL,7,163,,200,7.2,,,DRIELING TRUST,,,3/1/2005,Small,Low,1,8/4/2015,A,,0,
D204/73,,BEERSHEBA WEIR,6,D24E,30,7,51,26,43,58,SMITHFIELD,21,BEERSHEBA 776,SMITHFIELD,FREE STATE,FREE STATE,OFS,,VINKELSPRUIT,EARTHFILL,9,126,,84,3.5,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/8/2006,Small,Low,1,8/28/2006,A,,0,
D204/74,,RECREATION DAM 1,6,D24E,30,7,19,26,44,26,SMITHFIELD,21,BEERSHEBA 776,SMITHFIELD,FREE STATE,FREE STATE,2005,,VINKEL SPRUIT TR.,EARTHFILL,8.9,384,,126,3.8,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,8/28/2006,Small,Low,1,8/28/2006,A,,0,
D204/75,,RECREATION DAM 2,6,D24E,30,7,23,26,44,27,SMITHFIELD,21,BEERSHEBA 776,SMITHFIELD,FREE STATE,FREE STATE,2005,,VINKEL SPRUIT TR.,EARTHFILL,8.6,277,,81,2,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/8/2006,Small,Low,1,8/28/2006,A,,0,
D204/76,7118,ROOI DAM,6,D24E,30,7,41,26,44,35,SMITHFIELD,21,BEERSHEBA 776,SMITHFIELD,FREE STATE,FREE STATE,,,VINKELSPRUIT TR.,EARTHFILL,11.2,56,,127,7.8,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/5/2006,Small,Low,1,8/28/2006,A,,0,
D204/77,5768,BEERSHEBA DAM,6,D24E,30,8,25,26,45,11,SMITHFIELD,21,DEELPAN 5,SMITHFIELD,FREE STATE,FREE STATE,,,VINKEL SPRUIT TR.,EARTHFILL,8.6,146,,165,8,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/8/2006,Small,Low,1,8/28/2006,A,,0,
D204/78,,DIEPKLOOF DAM,6,D24E,30,6,38,26,45,56,SMITHFIELD,21,DIEPKLOOF 16,SMITHFIELD,FREE STATE,FREE STATE,,,,EARTHFILL,9.8,165,,94,4.6,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/8/2006,Small,Low,1,8/28/2006,A,,0,
D204/79,7133,EUPHRAAT DAM,6,D24E,30,5,54,26,45,46,SMITHFIELD,21,EUPHRAAT 748,SMITHFIELD,FREE STATE,FREE STATE,,,,EARTHFILL,12.7,,,372,13,,,BEERSHEBA TRUST,UNKNOWN,UNKNOWN,9/5/2006,Medium,Low,2,8/28/2006,A,,0,2/29/2016
D310/01,,VANDERKLOOF DAM,6,D31E,29,59,31,24,43,54,VANDERKLOOF,1,DOORENKUILEN 62,PHILLIPSTOWN,FREE STATE,FREE STATE,1977,,ORANGE,ARCH,108,756,UNCONTROLLED OGEE AND FOUR GATED CHUTES,3187557,13343,89750,"HYDRO-ELECTRICITY,IRRIGATION AND DOMESTIC  USE",DEPT. OF WATER & SANITATION,GIBB HAWKINS & IORCC,OWNER,1/2/1987,Large,High,3,12/18/1987,W,1/7/2010,4,1/31/2016
D310/02,,HARTEBEESTFONTEIN DAM,6,D34E,30,26,12,25,19,54,PHILIPPOLIS,25,HARTEBEESTFONTEIN 336,PHILIPPOLIS,FREE STATE,FREE STATE,0,,RIETKUILSPRUIT,EARTHFILL,11.5,422,,658,10,,DOMESTIC SUPPLY & IRRIGATION,DEPT. OF WATER & SANITATION,,,10/18/2012,Small,Significant,2,10/12/2012,A,,0,11/30/2015
D310/03,,KANOWNA DAM,6,D31A,30,10,57.5,25,12,30.5,PHILIPPOLIS,15,KANOWNA 270,PHILIPPOLIS,FREE STATE,FREE STATE,1956,,KNAPSAK RIVER,EARTHFILL,8,250,OPEN CHANNEL,80,0,,IRRIGATION,CILLIERS J.A.,STATE - DWA,KOOS LATEGAN,6/9/1989,Small,Low,1,8/27/1990,A,,0,
D310/05,,BLOUBOSHOEK DAM,6,D31E,30,0,47,24,55,11.1,PHILIPPOLIS,50,BLAAUWBOSCHHOEK 155,PHILIPPOLIS,FREE STATE,FREE STATE,1970,,ORANJE RIVER TR.,EARTHFILL,7,1000,SIDE CHANNEL SPILLWAY,500,85,,IRRIGATION,LOOCK C.J.,STATE - DWA,OWNER,8/9/1989,Small,Low,1,7/13/1989,A,,0,
D310/06,,SEEBOS-SE DAM,6,D31A,30,6,43.5,25,11,45.4,PHILIPPOLIS,15,KANOWNA 270 ONDERVERDELING A,NOUPOORT,FREE STATE,FREE STATE,1955,,KNAPSAK RIVER,EARTHFILL,8,250,OPEN CHANNEL,80,25,,IRRIGATION,CILLIERS J.A.,STATE (DWA),KOOS LATEGAN,1/21/1987,Small,Low,1,5/20/1997,A,,0,
D310/07,,KLEIN-SCHIETFONTEIN DAM,6,D31A,30,2,1,25,9,1,PHILIPPOLIS,40,KLEIN SCHIETFONTEIN RESTANT,,FREE STATE,FREE STATE,1952,,-,EARTHFILL,6,650,OPEN CHANNEL,280,71,,IRRIGATION,JACOBS S.J.P.,UNKNOWN,UNKNOWN,11/21/1986,Small,Low,1,4/25/1997,A,,0,
D310/09,1748,RENSWOUDE-GROOTDAM,6,D31A,30,3,40,25,3,40,PHILIPPOLIS,36,RENSWOUDE 494,,FREE STATE,FREE STATE,1924,,KNAPSAK RIVER TR.,EARTHFILL,6,99,OPEN CHANNEL,154,10,,IRRIGATION,LIEBENBERG G.,UNKNOWN,UNKNOWN,4/14/1989,Small,Low,1,9/28/1988,A,,0,
D310/10,4343,BOSDUIWEKOP DAM,6,D31C,30,14,54,24,45,14,PETRUSVILLE,25,BOSCH DUIVEN KOP 123  PTN 0 & 3,PHILIPSTOWN,FREE STATE,FREE STATE,1959,,HONDEBLAF SPRUIT TR.,EARTHFILL,10,1000,FREE FALL (STRAIGHT DROP),2000,70,,IRRIGATION,DE VILLIERS A.B.,ADB. DE VILLIERS+DU PLESSIS,D. DU PLESSIS,7/5/1988,Small,Low,1,10/10/2006,A,8/30/1996,1,8/30/1996
D310/11,3188,VENTERSVLEI (PREVIOUSLY VENTERSVALLEI DAM),6,D31C,30,20,35.6,24,46,36.8,PETRUSVILLE,26,VENTERSVALLEY 129,PHILIPSTOWN,FREE STATE,FREE STATE,1953,,HONDEBLAF tr,EARTHFILL,8,350,OPEN CHANNEL,224,11,,IRRIGATION,DE JAGER L.J.,DU PLESSIS DAN,DU PLESSIS DAN,3/13/1989,Small,Low,1,10/17/1989,A,,0,7/31/2007
D310/12,2033,KNAPSAK DAM,6,D31A,30,9,26.4,25,8,10.1,PHILIPPOLIS,18,GROOTFONTEIN 14,,FREE STATE,FREE STATE,1969,,KNAPSAK,EARTHFILL,20,277,OPEN CHANNEL,1400,0,,IRRIGATION,JOHN KOLVER TUST,STATE - DWA : FREESTATE,OWNER,7/7/1989,Medium,Significant,2,8/2/1989,A,9/16/1999,1,4/29/2016
D320/01,5318,KRIEGERSPOORT,6,D32A,31,17,14.4,24,32,40.8,HANOVER,28,KRIEGERSPOORT 125,HANOVER,NORTHERN CAPE,FREE STATE,1921,,ELANDSKLOOF,ROCKFILL,11,145,OPEN CHANNEL,15600,274.8,660,IRRIGATION,NAUDE Q.,UNKNOWN,UNKNOWN,12/22/1986,Small,Significant,2,10/25/2012,A,7/30/2014,1,4/30/2020
D320/04,,VLEI DAM,6,D32A,31,34,43.1,24,22,54,"RICHMOND, CP",54,ONDER DASSESFONTEIN,RICHMOND,FREE STATE,FREE STATE,1962,,LIT/KLN SEEKOEI RIVER,EARTHFILL,7.3,210,FREE FALL (STRAIGHT DROP),112,15,,IRRIGATION,KEITHKROON TRUST,K. KROON,K. KROON,11/24/1986,Small,Low,1,3/19/2013,A,,0,
D320/05,,SCHUILHOEK-SE DAM,6,D32G,31,1,11.9,24,47,5.6,NOUPOORT,29,SCHUIL HOECK 81,HANOVER,FREE STATE,FREE STATE,1950,,NOUPOORT SPRUIT,EARTHFILL,10,780,FREE FALL (STRAIGHT DROP),2906,0,,IRRIGATION,NAUDE F.P.,UNKNOWN,UNKNOWN,11/12/1986,Small,Significant,2,7/15/2013,A,,0,
D320/06,,KLEINFONTEIN DAM,6,D32G,31,14,1,24,54,1,NOUPOORT,32,NEW JAKHALSFONTEIN 172,,FREE STATE,FREE STATE,1964,,OORLOGSPOORT RIVER TR.,EARTHFILL,6,400,INFORMATION NOT AVAILABLE,56,14,,IRRIGATION,VAN DER WALT T.J.,UNKNOWN,UNKNOWN,5/8/1989,Small,Low,1,12/28/1989,A,,0,
D320/07,,WELGELEGEN-GELDENHUIS DAM may be same as D320/19 ?,6,D32D,31,27,48,24,16,1,RICHMOND,40,WELGELEGEN 74,RICHMOND,FREE STATE,FREE STATE,1956,,SEEKOEI RIVER,EARTHFILL,10,395,OPEN CHANNEL,3800,120,730,IRRIGATION,GELDENHUIS A.H.,UNKNOWN,UNKNOWN,2/9/1987,Small,Low,2,12/11/1992,A,10/11/2008,1,
D320/08,3818,FAUGH-A-BALLAGH DAM,6,D32F,30,51,47.7,24,37,43.5,HANOVER,35,FAUGH A BALLAGH 45,HANOVER,FREE STATE,FREE STATE,1948,,SEEKOEI,EARTHFILL,7,1800,OPEN CHANNEL,200,100,,IRRIGATION,VETWOL (EDMS.) BPK.,STATE(DWA),OWNER,5/11/1989,Small,Low,1,3/14/1990,A,,0,
D320/09,,WELGELEGEN-NAUDE DAM,6,D32D,31,29,13,24,15,39,RICHMOND,45,WELGELEGEN 74,,NORTHERN CAPE,FREE STATE,1952,,SEEKOEI RIVER,EARTHFILL,12,373,OGEE SPILLWAY,5600,120,,IRRIGATION,NAUDE F.P.,FANIE NAUDE (OORLEDE),FANIE NAUDE (OORLEDE),2/3/1987,Medium,Significant,2,12/11/1992,A,9/18/1998,1,11/30/2011
D320/10,,GROOTFONTEIN DAM,6,D32J,30,39,1,24,54,1,COLESBERG,24,HERON COURT,,FREE STATE,FREE STATE,1914,,SEEKOEI RIVER,EARTHFILL,5.9,152,FREE FALL (STRAIGHT DROP),115,8,,IRRIGATION,SOIL CONSERVATION,M.W. CAMPBELL,UNKNOWN,3/6/1987,Small,Low,1,10/13/2004,A,,0,
D320/11,,POEPERSKLOOF DAM,6,D32J,30,37,23,24,46,7,COLESBERG,40,BOVENSTE FONTEIN 34 RESTANT,COLESBERG,FREE STATE,FREE STATE,1990,,SEEKOEI RIVER TR.,EARTHFILL,11,300,OPEN CHANNEL,200,9,,IRRIGATION,STRAUSS T.F.P.,OWNER,UNKNOWN,5/4/1990,Small,Low,1,4/14/1988,A,,0,
D320/12,,ZOETVLEI DAM,6,D32D,31,34,48,24,13,57,RICHMOND,40,ZOETE VALEY 115,RICHMOND,FREE STATE,FREE STATE,1963,,SOETVLEI-SE-LOOP TR.,EARTHFILL,10,240,MULTI ARCH CONCRETE WEIR WITH ABUTMENTS,1240,225,275,IRRIGATION,ROMNEY ESTATES CC,RUBIDGE C.J. & F.A.,PREVIOUS OWNER,5/5/1987,Small,Significant,2,12/11/1992,A,9/16/2010,2,3/14/2016
D320/17,,VENTERSFONTEIN  DAM,6,D32H,31,1,15,25,3,1,COLESBERG,32,VENTERSFONTEIN 146 RESTANT,,FREE STATE,FREE STATE,0,,SEEKOEI RIVER,EARTHFILL,8,90,FREE FALL,80,5,,IRRIGATION,VENTER DE LA REY H.,UNKNOWN,UNKNOWN,4/22/1989,Small,Low,1,3/12/2007,A,,0,
D320/18,,KLIPHEUWEL DAM,6,D32J,30,36,5,24,51,1,COLESBERG,35,RAMMEKRAAL 36 PORTION,,FREE STATE,FREE STATE,1935,,SEEKOEI RIVER,EARTHFILL,7.2,200,INFORMATION NOT AVAILABLE,120,2,,IRRIGATION,BELL J.G.,MR. RHOODE,J.G.BELL,4/2/1989,Small,Low,1,10/12/2004,A,,0,
D320/20,,POORTJIESFONTEIN  DAM,6,D32F,30,59,30,24,25,10,HANOVER,10,POORTJIESFONTEIN 52 PORTION 1,,FREE STATE,FREE STATE,0,,SEEKOEI RIVER,EARTHFILL,5,250,OPEN CHANNEL,60,5,,IRRIGATION,DU TOIT G. VAN NIEKERK,UNKNOWN,UNKNOWN,4/14/1992,Small,Low,1,8/3/2006,A,,0,
D320/21,7148,SUNNYDELL DAM,6,D32B,31,39,25,24,37,30,MIDDELBURG,44,DAVIDSFONTEIN 148,,FREE STATE,FREE STATE,1968,,SEEKOEI,EARTHFILL,18,380,SIDE CHANNEL,450,30,,IRRIGATION,DELOVELY BOERDERY,OWNER,OWNER,4/5/1993,Medium,Low,2,9/7/1993,A,,0,8/29/2014
D320/23,,KOUENBURG DAM,6,D32D,31,40,17,24,9,42,RICHMOND,35,NOOITGEDACHT 130,RICHMOND,FREE STATE,FREE STATE,,,BO  SEEKOEI   RIVER,EARTHFILL,7.2,360,,1440,3,,STOCK WATERING,C.P. DU TOIT,UNKNOWN,UNKNOWN,9/9/2004,Small,Significant,2,5/17/2006,O,,0,11/28/2014
D320/25,0,LEUWE POORT 127 DAM,6,D32A,31,20,22.6,24,31,43.5,HANOVER,32,LEUWE POORT 127 REM & PTN 3,HANOVER,NORTHERN CAPE,FREE STATE,1920,,ELANDSKLOOF,BUTTRESS,6,40,WEIR,401,0,0,IRRIGATION,VILJOEN P,,,4/13/2012,Small,Low,1,4/18/2012,A,,0,
D330/20,,KLEIN VANDERKLOOF DAM,6,D33A,29,52,1,24,38,1,LUCKHOFF,25,GRUISRAND 59,,NORTHERN CAPE,NORTHERN CAPE,1977,,ORANJE RIVER TR.,EARTHFILL & ROCKFILL,11.9,300,OPEN CHANNEL,1633,45,,SOIL CONSERVATION,DALTON E.J.,OWNER,STATE (DWA),1/29/1987,Small,Low,1,2/25/1997,A,,0,
D330/23,,SAAIDAM (DEDOORNSNO.90),6,D33D,29,42,0,24,19,22.2,HOPETOWN,30,DE DOORNS NO 90,HOPETOWN,NORTHERN CAPE,NORTHERN CAPE,0,,ORANGE RIVER,EARTHFILL,7,352,INFORMATION NOT AVAILABLE,231,0,,IRRIGATION,FERREIRA L.I.,UNKNOWN,UNKNOWN,5/27/1988,Small,Low,1,10/5/1988,A,,0,
D330/24,,RAMAH CANAL BALANCING RESERVOIR NO 2,6,D33D,29,45,8,24,26,36,HOPETOWN,35,KALKPLAAT 444,KIMBERLEY,NORTHERN CAPE,NORTHERN CAPE,1977,,RAMAH CANAL,EARTHFILL,7,520,OGEE,422,20,,IRRIGATION,DEPT. OF WATER & SANITATION,OWNER,UNKNOWN,6/3/1992,Small,Low,1,5/26/1992,W,4/10/2008,1,
D330/26,,RAMAH CANAL BALANCING RESERVOIR NO 1,6,D33A,29,51,26,24,35,56,LUCKHOFF,20,BLESKOP 1161,FAURESMITH,NORTHERN CAPE,NORTHERN CAPE,1973,,RAMAH CANAL,EARTHFILL,6,1174,OGEE SPILLWAY,402,0,,IRRIGATION,DEPT. OF WATER & SANITATION,DEPARTMENTAL,DEPARTMENTAL,2/17/1995,Small,Significant,2,1/10/2014,W,1/1/1991,1,
D330/27,,PETRUSVILLE DAM,6,D33A,30,5,15.3,24,39,44.8,PETRUSVILLE,0,RHENOSTERFONTEIN 61 PTN 0,PHILIPSTOWN,NORTHERN CAPE,NORTHERN CAPE,0,,,EARTHFILL,5.6,600,SIDE CHANNEL SPILLWAY,336,0,,INFORMATION NOT AVAILABLE,PIXLEY KA SEME DISTRICT MUNICIPALITY,UNKNOWN,UNKNOWN,7/20/2004,Small,Significant,2,7/27/2004,M,,0,7/31/2015
D341/05,,ELIM DAM,6,D34G,30,17,1,25,23,1,PHILIPPOLIS,10,OSPOORT B 502,,FREE STATE,FREE STATE,1960,,DWARS RIVER TR.,EARTHFILL,11,100,OPEN CHANNEL,856,9,,IRRIGATION,KOEKEMOER J.G.,UNKNOWN,UNKNOWN,5/8/1989,Small,Low,1,4/30/1992,A,,0,
D341/06,,RIETFONTEINPOORT DAM 1,6,D34F,30,37,24,25,8,25,COLESBERG,13,RIETFONTEINPOORT 186,COLESBERG,FREE STATE,FREE STATE,1973,,VAN DER WALTSFONTEIN SPRUIT,EARTHFILL,13,858,SIDE CHANNEL,1000,40,,IRRIGATION,TOVERBERG TRUST,OWNER,OWNER,11/20/1986,Medium,Low,2,9/21/2012,A,3/30/2006,1,5/31/2016
D341/07,,RIETFONTEINPOORT DAM 2,6,D34F,30,37,18.3,25,7,22.5,COLESBERG,13,RIETFONTEINPOORT  186,COLESBERG,FREE STATE,FREE STATE,1968,,VAN DER WALTSFONTEIN SPRUIT TRIBUTARY,EARTHFILL,7,152,SIDE CHANNEL,320,10,,IRRIGATION,TOVERBERG TRUST,OWNER,NINHAM SHAND,11/20/1986,Small,Low,1,2/17/2010,A,3/30/2006,1,4/30/2006
D341/08,,ZOOIFONTEIN,6,D34A,30,24,32,25,31,58,SPRINGFONTEIN,0,ZOOIFONTEIN 57,,FREE STATE,FREE STATE,0,,-,EARTHFILL,6,300,SIDE CHANNEL,600,21,,IRRIGATION,LOUW P.J.,LOUW P.J.,BOTHA BROERS,6/15/1987,Small,Low,1,5/20/1997,A,,0,
D341/09,2363,THEEFONTEIN DAM,6,D34A,30,21,34.6,25,33,1.6,SPRINGFONTEIN,23,THEEFONTEIN 75 RESTANT,PHILIPPOLIS,FREE STATE,FREE STATE,1990,,-,EARTHFILL,6,215,FREE FALL (STRAIGHT DROP),109,8,,IRRIGATION,BUTLER O.J.,T. MORRIS - GLEN,VAN ZYL KONSTRUKSIE,2/14/1990,Small,Low,1,9/28/1988,A,,0,
D341/11,4643,FONTEINTJE DAM,6,D34A,30,29,31.8,25,30,24.9,HENDRIK VERWOERD,12,FONTEINTJE 237,PHILIPPOLIS,FREE STATE,FREE STATE,1963,,DONKERPOORT SPRUIT,EARTHFILL,11,550,SIDE CHANNEL,470,15,,IRRIGATION,HAUMAN D.F.T.,UNKNOWN,UNKNOWN,3/21/1989,Small,Low,1,10/8/2001,A,8/30/1996,1,
D342/05,3803,JAMESBARRY DAM,6,D34D,30,43,45,25,18,2,COLESBERG,22,KEEROM,COLESBERG,NORTHERN CAPE,FREE STATE,1982,,OORLOGSPOORT SPRUIT,EARTHFILL,9,300,OPEN CHANNEL,1000,25,,IRRIGATION,SEARLE J.,STATE - DWA,OWNER,11/5/1986,Small,Low,1,5/18/2007,A,,0,
D342/06,,POPLAR BUSH WEIR NO.4,6,D34B,31,5,8.9,25,17,10.5,COLESBERG,55,OLIVEBERG 157 PTN 20,COLESBERG,FREE STATE,FREE STATE,0,,OORLOGSPOORT SPRUIT,EARTHFILL,7,150,OGEE SPILLWAY,60,2,,IRRIGATION,LOOCK W,UNKNOWN,UNKNOWN,11/13/1986,Not Classified,Not Classified,0,,A,,0,
D342/07,,PLATBERG MAIN DAM,6,D34B,31,5,21,25,18,14.5,COLESBERG,60,OLIVEBERG 157 PTN 20,COLESBERG,FREE STATE,FREE STATE,1949,,OORLOGSPOORT SPRUIT,EARTHFILL,10,800,OGEE,600,18,,IRRIGATION,LOOCK W,CONSERVATION SCHEME NOK55122,UNKNOWN,11/13/1986,Small,Low,1,9/6/2007,A,,0,
D342/08,,BOSBERG DAM,6,D34B,31,4,14,25,16,22,COLESBERG,60,OLIVEBERG 157 PTN 20,COLESBERG,FREE STATE,FREE STATE,0,,OORLOGSPOORT SPRUIT,EARTHFILL,8,500,OPEN CHANNEL,150,15,,STOCKWATERING & IRRIGATION,LOOCK W.,UNKNOWN,UNKNOWN,11/13/1986,Small,Low,1,7/29/2009,S,,0,
D342/09,3428,MACASSERFONTEIN DAM,6,D34B,31,11,59,25,21,15.2,NOUPOORT,45,MACASSERSFONTEIN 176,,NORTHERN CAPE,FREE STATE,1912,,OORLOGSPOORT,EARTHFILL,7,150,SIDE CHANNEL,150,10,,IRRIGATION,DU PLESSIS J.H.,UNKNOWN,UNKNOWN,8/12/1988,Small,Low,1,11/27/1988,A,,0,
D342/10,,VOLKSKAS  DAM,6,D34C,30,50,48,25,17,58,COLESBERG,32,133  BRANDWACHT,COLESBERG,FREE STATE,FREE STATE,1962,,OORLOGSPOORT SPRUIT,EARTHFILL,6,1490,OGEE SPILLWAY,324,20,,IRRIGATION,CHARGO,UNKNOWN,UNKNOWN,3/14/1989,Small,Low,1,3/8/2007,A,,0,
D342/12,,RIETFONTEIN DAM,6,D34D,30,38,47.5,25,19,57.4,COLESBERG,26,UITVLUGTSFONTEIN 73 (RIETFONTEIN),COLESBERG,NORTHERN CAPE,FREE STATE,1980,,OORLOGSPOORT RIVER TR.,EARTHFILL,5,450,BYWASH,1000,20,8.12,IRRIGATION,GARY PLAYER STUD FARM,UNKNOWN,OWNER,4/19/1989,Small,Significant,2,3/25/2013,A,11/1/2006,1,2/29/2016
D350/02,,GARIEP DAM,6,D34A,30,37,23,25,30,23,GARIEP,2,GOOD HOPE 315,PHILIPPOLIS,FREE STATE,FREE STATE,1971,,ORANGE,ARCH,73,884,UNCONTROLLED OGEE,5342932,35216,70665,"IRRIGATION, DOMESTIC, INDUSTRIAL AND POWER GENERTION",DEPT. OF WATER & SANITATION,GIBB HAWKINS & IORCC,UNICORP DUMEZ & BORIE,1/2/1987,Large,High,3,7/7/1987,W,4/1/2015,5,7/30/2020
D350/04,158,BETHULIE DAM,6,D35B,30,29,16.6,25,58,24.8,BETHULIE,1,BETHULIE 303,BETHULIE,FREE STATE,FREE STATE,1921,,BETHULIE SPRUIT,ARCH,23,130,OGEE,4600,180,260,DOMESTIC SUPPLY,KOPANONG LOCAL MUNICIPALITY,OWNER,OWNER,9/16/1986,Medium,High,3,7/20/1992,M,5/1/2014,2,4/29/2016
D350/17,,SEWEFONTEIN DAM,6,D35C,31,16,13.3,25,59,47.1,STEYNSBURG,20,ZEVEN FONTAIN 98,STEYNSBURG,EASTERN CAPE,FREE STATE,1947,,-,EARTHFILL,18,200,OPEN CHANNEL,810,36,10,IRRIGATION,CLOETE J.J.,UNKNOWN,UNKNOWN,11/17/1986,Medium,Significant,2,12/29/1993,A,4/2/2009,1,
